Date,Ticker,Ticker_name,Category,Close,day_pct_change,week_pct_change,month_pct_change,quarter_pct_change,Sharpe_Rank,Sharpe_Rank_daily_change,Sharpe_Rank_wtd_change,Sharpe_Rank_mtd_change,Sharpe_Rank_qtd_change,MM_Score,MM_Score_daily_change,MM_Score_wtd_change,MM_Score_mtd_change,MM_Score_qtd_change,st_trend,mt_trend,lt_trend,st_trend_change,mt_trend_change,lt_trend_change,Tape_Bias,Volatility_Spread_Quadrant
2026-02-09,DVA,DAVITA INC.,Health Care,137.64,-0.022651423702336304,-0.022651423702336304,0.25882568136089246,0.21151307103247952,93.5,-1.5,-1.5,42.9,83.2,-50.0,-15.0,-15.0,-73.0,-90.0,0.12513606,0.0782486,0.032828,0.0004784,-0.04759101,0.01488309,Neutral,Mean Reversion Downside Bias
2026-02-09,DVN,DEVON ENERGY ,Energy,43.48,-0.007532526820360763,-0.007532526820360763,0.08132305396667494,0.18700518700518676,99.0,1.2000000000000028,1.2000000000000028,15.900000000000006,69.0,-56.0,-34.0,-34.0,-50.0,-47.0,0.04789903,0.03685208,-0.04875462,0.00393034,-0.01263234,0.0135541,Topping,Mean Reversion Upside Bias
2026-02-09,DXCM,"DEXCOM, INC.",Health Care,70.16,0.0027154494783478977,0.0027154494783478977,-0.03943044906900339,0.05710411330420362,71.6,11.299999999999997,11.299999999999997,-13.5,0.0,-10.0,-30.0,-30.0,23.0,20.0,0.00669832,0.04358331,-0.10916119,-0.00438973,-0.00882563,0.00525038,Leaning Bearish,Mean Reversion Upside Bias
2026-02-09,DXY,US DOLLAR INDEX,Indices,96.97,-0.007268632268632391,-0.007268632268632391,0.001963215540400798,-0.013329263329263319,26.2,-16.500000000000004,-16.500000000000004,-6.5000000000000036,10.5,28.0,15.0,15.0,31.0,32.0,-0.01115639,-0.01478149,-0.00995581,-0.00105791,0.00032832,-0.00099753,Neutral,
2026-02-09,EA,ELECTRONIC ARTS INC.,Communication Services,200.87,0.004350000000000076,0.004350000000000076,-0.01495684582189083,-0.01693339206186073,11.7,3.999999999999999,3.999999999999999,8.299999999999999,-37.3,47.0,51.0,51.0,89.0,52.0,-0.01417515,-0.03444244,0.02024032,0.0004204,0.0063743,-0.00275215,Neutral,Crowded Short
2026-02-09,EBAY,EBAY INC.,Consumer Discretionary,87.36,0.009358752166377826,0.009358752166377826,-0.04231528173646126,0.0029850746268658135,20.8,5.100000000000001,5.100000000000001,-36.900000000000006,-49.60000000000001,0.0,-15.0,-15.0,-37.0,-2.0,-0.04580135,0.02066962,0.09241384,-0.00191402,0.00587269,-0.00677132,Bottoming,Crowded Short
2026-02-09,EC,ECOPETROL SA,MR Discretion,12.3,0.005723630417007408,0.005723630417007408,-0.021479713603818618,0.22754491017964074,74.4,-1.1999999999999886,-1.1999999999999886,-17.099999999999994,24.000000000000007,11.0,0.0,0.0,62.0,5.0,0.01255011,0.05289111,0.00429122,-0.0065285,-0.0185304,0.00140736,Leaning Bearish,Crowded Short
2026-02-09,ECH,ISHARES:MSCI CHILE,Foreign,46.17,0.020557029177718844,0.020557029177718844,0.020557029177718844,0.14282178217821784,56.2,10.0,10.0,-22.200000000000003,-11.099999999999994,43.0,38.0,38.0,10.0,31.0,0.01331938,0.06899787,0.07291817,0.00234099,2.715e-05,0.00736871,Neutral,Crowded Short
2026-02-09,ECL,ECOLAB INC.,Materials,288.16,-0.0074742534357453705,-0.0074742534357453705,0.021880208518032518,0.09766874904769174,88.7,-7.5,-7.5,-4.0,61.5,-40.0,3.0,3.0,-10.0,-76.0,0.00950269,0.02157478,0.01461805,-0.00017354,0.00073175,-0.00871804,Neutral,Mean Reversion Upside Bias
2026-02-09,ED,"CONSOLIDATED EDISON, INC.",Utilities,106.68,-0.0061486864169927324,-0.0061486864169927324,0.00046891118822101063,0.07410390656463961,96.2,0.4000000000000057,0.4000000000000057,-3.200000000000003,28.299999999999997,1.0,-14.0,-14.0,44.0,15.0,0.01919531,0.01615481,0.02746847,-0.00340606,-0.00313374,0.00688771,Leaning Bearish,Crowded Short
2026-02-09,EDEN,ISHARES:MSCI DENMARK,Foreign,118.23,0.007241438064406358,0.007241438064406358,-0.030424799081515408,0.032847034157421184,35.1,0.8000000000000043,0.8000000000000043,-45.699999999999996,-34.9,37.0,26.0,26.0,68.0,64.0,-0.01435397,0.01196717,-0.00504951,-0.00069248,0.00952159,-0.00307254,Leaning Bullish,
2026-02-09,EDV,VANGUARD EXT DUR T;ETF,Bonds,65.56,0.0,0.0,0.010948342328450433,0.008460236886632888,48.6,-13.100000000000001,-13.100000000000001,-0.7999999999999972,42.1,6.0,23.0,23.0,-2.0,52.0,-0.00739274,-0.0180738,-0.01845598,0.00064053,0.00069119,-0.00042442,Buy,Mean Reversion Downside Bias
2026-02-09,EFNL,ISHARES:MSCI FINLAND,Foreign,50.72,0.008951661030435654,0.008951661030435654,0.031103882903029012,0.06064408197406945,55.0,6.799999999999997,6.799999999999997,14.100000000000001,-19.400000000000006,15.0,-20.0,-20.0,23.0,38.0,0.011835,0.01826482,0.03796921,0.00045509,0.00136491,0.00354846,Neutral,
2026-02-09,EFX,EQUIFAX INC.,Industrials,199.59,0.02029444842040684,0.02029444842040684,-0.008987090367428063,-0.08014563554244625,25.8,-3.8000000000000007,-3.8000000000000007,-1.3999999999999986,-62.900000000000006,-9.0,-13.0,-13.0,-34.0,41.0,-0.07797859,-0.08121294,-0.0612352,0.0104978,0.0004342,-0.02832022,Neutral,Mean Reversion Downside Bias
2026-02-09,EG,"EVEREST GROUP, LTD.",Financials,322.12,-0.01909315143579271,-0.01909315143579271,-0.02765032600821049,-0.050773537645498745,20.4,-4.800000000000001,-4.800000000000001,-14.100000000000001,-79.0,36.0,20.0,20.0,3.0,62.0,-0.01513,-0.00410037,-0.0216138,-0.00075862,0.0017684,0.00065749,Neutral,Mean Reversion Upside Bias
2026-02-09,EIDO,ISHARES:MSCI INDONESIA,Foreign,17.6,0.0,0.0,-0.0028328611898015277,-0.05882352941176461,24.2,-0.6000000000000014,-0.6000000000000014,-7.300000000000001,-12.099999999999998,53.0,11.0,11.0,51.0,62.0,-0.04713738,-0.03317432,-0.03738486,-0.00193744,0.00584646,-0.00362144,Leaning Bullish,Mean Reversion Downside Bias
2026-02-09,EIRL,ISHARES:MSCI IRELAND,Foreign,76.75,0.016287076271186418,0.016287076271186418,0.01817458211727252,0.04407563596789554,64.5,13.899999999999999,13.899999999999999,-3.5999999999999943,13.100000000000001,-18.0,-55.0,-55.0,-8.0,21.0,0.00390773,0.01109265,0.00767438,0.00063638,-0.00396277,-0.00354127,Neutral,
2026-02-09,EIS,ISHARES:MSCI ISRAEL,Foreign,121.33,0.011842214994579381,0.011842214994579381,0.019665518110765667,0.10269926383713535,48.4,0.19999999999999574,0.19999999999999574,-44.300000000000004,-10.100000000000001,27.0,35.0,35.0,66.0,47.0,0.00341553,0.02736356,0.07289449,-0.00038641,-0.00314093,-0.00230784,Neutral,
2026-02-09,EIX,EDISON INTERNATIONAL,Utilities,63.79,-0.003436962974535329,-0.003436962974535329,0.024245343609505365,0.06281239586804399,73.6,-13.5,-13.5,5.8999999999999915,-12.300000000000011,-58.0,-34.0,-34.0,-21.0,-68.0,0.00967089,0.00991033,-0.01117678,-0.00095635,-0.00199357,0.00738179,Leaning Bearish,Mean Reversion Downside Bias
2026-02-09,EL,THE ESTEE LAUDER COMPANIES INC.,Consumer Staples,99.01,-0.004624509902483087,-0.004624509902483087,-0.14113462873004856,-0.05452635599694422,13.1,-8.500000000000002,-8.500000000000002,-64.10000000000001,-42.3,56.0,36.0,36.0,58.0,105.0,-0.07307711,0.01797172,-0.06158315,-0.00460271,0.01113027,-0.00647448,Leaning Bullish,Mean Reversion Downside Bias
2026-02-09,ELV,"ELEVANCE HEALTH, INC.",Health Care,327.5,-0.03386630479674324,-0.03386630479674324,-0.052756406548273294,-0.06575381543289116,19.6,-8.399999999999999,-8.399999999999999,-22.699999999999996,-51.99999999999999,65.0,58.0,58.0,73.0,95.0,-0.07485951,3.974e-05,-0.06653015,-0.00440583,0.00792815,-0.00607302,Leaning Bullish,Mean Reversion Downside Bias
2026-02-09,EME,"EMCOR GROUP, INC.",Industrials,776.24,0.015555700922352367,0.015555700922352367,0.07701913337865784,0.2688013860965366,89.1,0.3999999999999915,0.3999999999999915,-1.2000000000000028,45.3,-27.0,-16.0,-16.0,-7.0,-11.0,0.02200339,0.02688349,0.10192377,-0.00127704,0.01042024,-0.02696577,Bottoming,Crowded Short
2026-02-09,EMR,EMERSON ELECTRIC CO.,Industrials,160.01,0.016711144999364658,0.016711144999364658,0.08879967338051165,0.2056208559373116,76.4,4.0,4.0,-0.7999999999999972,23.800000000000004,-37.0,-17.0,-17.0,30.0,-15.0,0.01836756,0.05246129,0.03387,0.0003507,0.0120651,-0.00021502,Neutral,Mean Reversion Downside Bias
2026-02-09,ENZL,ISHARES:MSCI NEW ZLND,Foreign,47.98,0.007983193277310896,0.007983193277310896,0.022155943757988794,0.05986304395847131,97.8,6.299999999999997,6.299999999999997,1.2000000000000028,71.8,13.0,0.0,0.0,32.0,4.0,0.01290109,0.01188564,-0.00597115,0.00170129,0.00392207,0.0049408,Buy,Crowded Short
2026-02-09,EOG,"EOG RESOURCES, INC.",Energy,113.87,0.0014951627088830577,0.0014951627088830577,0.015517702666547839,0.08437291686506043,90.3,2.3999999999999915,2.3999999999999915,2.0,55.8,-29.0,-30.0,-30.0,-30.0,-56.0,0.01738999,0.005986,-0.01329244,0.00445694,-0.01057582,0.00315507,Topping,Crowded Short
2026-02-09,EPAM,"EPAM SYSTEMS, INC.",Information Technology,190.53,0.020623526890936272,0.020623526890936272,-0.08662511984659638,-0.07004099960952748,33.9,7.899999999999999,7.899999999999999,-19.9,-40.1,35.0,25.0,25.0,29.0,63.0,-0.0727423,0.00961089,-0.05426946,0.00051264,0.00736952,-0.00446907,Leaning Bullish,Mean Reversion Downside Bias
2026-02-09,EPHE,ISHARES:MSCI PHILIPPINES,Foreign,26.42,-0.011597456041900434,-0.011597456041900434,0.017327685791297842,0.060192616372391594,59.7,-11.5,-11.5,-18.700000000000003,7.5,-18.0,9.0,9.0,26.0,0.0,0.00187208,0.02078492,-0.00554887,-0.00035122,0.00675214,-0.0016031,Neutral,
2026-02-09,EPOL,ISHARES:MSCI POLAND,Foreign,38.76,0.02215189873417711,0.02215189873417711,0.031125299281723695,0.10144927536231885,79.6,13.5,13.5,4.599999999999994,17.499999999999993,22.0,0.0,0.0,-27.0,74.0,0.02074427,0.03020066,0.05330293,0.00302995,0.00047333,-0.00019383,Neutral,Crowded Short
2026-02-09,EPU,ISHARES:MSCI PERU,Foreign,91.08,0.03323879750425407,0.03323879750425407,0.051732101616628334,0.2588804422944022,62.5,1.6000000000000014,1.6000000000000014,-16.700000000000003,-28.200000000000003,59.0,32.0,32.0,37.0,93.0,0.02946269,0.09648458,0.12643566,0.00055121,0.008659,-0.00230446,Buy,
2026-02-09,EQIX,"EQUINIX, INC.",Real Estate,857.74,0.01134273451870027,0.01134273451870027,0.04483938947291488,0.11953116842435008,82.7,-5.599999999999994,-5.599999999999994,-6.799999999999997,-8.399999999999991,-17.0,-18.0,-18.0,16.0,21.0,0.01420864,0.01500762,-0.01871822,0.00057941,0.007118,-0.00068005,Leaning Bullish,Crowded Short
2026-02-09,EQR,EQUITY RESIDENTIAL,Real Estate,64.67,0.012208483330724773,0.012208483330724773,0.037708600770218315,0.02585659898477166,91.9,21.5,21.5,35.900000000000006,14.700000000000003,-102.0,-82.0,-82.0,-64.0,-83.0,0.01070307,0.00872137,-0.00557841,-0.00705982,-0.00409968,0.0026505,Sell,Mean Reversion Downside Bias
2026-02-09,EQT,EQT ,Energy,56.13,-0.011621764395139955,-0.011621764395139955,-0.02771522605231236,0.04720149253731343,80.4,4.800000000000011,4.800000000000011,7.6000000000000085,78.2,18.0,45.0,45.0,25.0,-17.0,0.03244596,-0.0087492,0.05723534,0.00322373,-0.01051766,0.01016711,Neutral,Crowded Short
2026-02-09,ERIE,ERIE INDEMNITY COMPANY,Financials,269.57,-0.06304959855409953,-0.06304959855409953,-0.04748948800395747,-0.059584859584859484,39.5,-31.700000000000003,-31.700000000000003,-16.700000000000003,-1.6000000000000014,-56.0,-62.0,-62.0,-42.0,-25.0,-0.00253381,-0.01012491,-0.03206416,-0.00990201,-0.00411837,-0.01941713,Sell,Crowded Short
2026-02-09,ES,EVERSOURCE ENERGY,Utilities,67.63,0.0040083135391923985,0.0040083135391923985,-0.02169824967452627,0.0044556661220851446,36.3,0.7999999999999972,0.7999999999999972,-22.0,-22.800000000000004,-7.0,-11.0,-11.0,-32.0,-23.0,-0.00554121,-0.0214395,0.00623245,-0.00160112,-0.00171027,0.00377333,Leaning Bearish,Mean Reversion Upside Bias
2026-02-09,ES=F,E-MINI S&P 500 FUTURES,Futures,6976.25,0.004391174459201563,0.004391174459201563,0.00010751917425277924,0.011967361740707227,24.4,-1.2000000000000028,-1.2000000000000028,-20.6,-19.1,-9.0,-17.0,-17.0,30.0,2.0,-0.00307001,0.00520922,0.00192043,0.00037954,0.00121836,-0.00456072,Neutral,
2026-02-09,ESS,"ESSEX PROPERTY TRUST, INC.",Real Estate,257.8,-0.0010075176315584855,-0.0010075176315584855,0.02354389169015758,-0.014827269948028077,78.2,19.300000000000004,19.300000000000004,55.2,20.5,-84.0,-57.0,-57.0,-71.0,-74.0,-0.0019212,-0.01231015,-0.00368133,-0.00524855,-0.00200455,-0.00080778,Leaning Bearish,Crowded Long
2026-02-09,ETN,EATON  PUBLIC LIMITED COMPANY,Industrials,377.06,0.008667273019100197,0.008667273019100197,0.07296112913323083,0.18382468368340077,94.6,-0.4000000000000057,-0.4000000000000057,9.099999999999994,62.3,-35.0,0.0,0.0,-12.0,-64.0,0.03014835,0.00206774,0.01544578,-0.00290796,0.00264613,-0.00959408,Neutral,Crowded Short
2026-02-09,ETR,ENTERGY ,Utilities,98.15,0.0019395671702737705,0.0019395671702737705,0.023568672437167537,0.06188466947960625,80.0,-9.099999999999994,-9.099999999999994,7.599999999999994,44.9,-7.0,0.0,0.0,-32.0,-35.0,0.01084862,0.00488449,0.09761422,-0.00215071,-0.00405309,0.00473686,Leaning Bearish,Mean Reversion Upside Bias
2026-02-09,EVRG,"EVERGY, INC.",Utilities,77.15,0.005211726384364956,0.005211726384364956,0.005473739085103624,0.06428472892812809,81.2,3.6000000000000085,3.6000000000000085,-2.700000000000003,75.8,22.0,0.0,0.0,38.0,13.0,0.00739617,0.00260579,0.0446558,-0.003454,0.00037413,0.00364537,Neutral,Crowded Short
2026-02-09,EW,EDWARDS LIFESCIENCES ,Health Care,76.8,-0.02426629399059832,-0.02426629399059832,-0.05604719764011801,-0.09912023460410557,3.4,-3.5000000000000004,-3.5000000000000004,-8.7,-45.2,36.0,18.0,18.0,-3.0,37.0,-0.02083848,0.01586344,-0.03233186,-0.00370644,0.01684293,-0.0164153,Neutral,Crowded Short
2026-02-09,EWA,ISHARES:MSCI AUSTRALIA,Foreign,28.83,0.02125398512221044,0.02125398512221044,0.038918918918918965,0.10080183276059551,97.4,5.1000000000000085,5.1000000000000085,7.5,43.2,-2.0,27.0,27.0,41.0,77.0,0.02271019,0.02177268,-0.01477168,0.00150113,0.00561905,0.00323814,Buy,Crowded Short
2026-02-09,EWC,ISHARES:MSCI CANADA,Foreign,56.27,0.02290492637702246,0.02290492637702246,0.03704386288241812,0.043389579083997765,44.2,13.400000000000002,13.400000000000002,18.000000000000004,-18.699999999999996,17.0,-2.0,-2.0,26.0,49.0,0.00481354,0.02027752,0.03233289,0.00294062,0.00015189,0.00113832,Neutral,Mean Reversion Downside Bias
2026-02-09,EWD,ISHARES:MSCI SWEDEN,Foreign,53.38,0.008501794823351672,0.008501794823351672,0.02123589056820352,0.08429819215925272,72.8,0.0,0.0,-4.400000000000006,-2.0,-31.0,-60.0,-60.0,-1.0,10.0,0.00844934,0.01945963,0.02177633,0.00035051,0.00158764,0.00223953,Neutral,Mean Reversion Downside Bias
2026-02-09,EWG,ISHARES:MSCI GERMANY,Foreign,44.32,0.01814840339995394,0.01814840339995394,0.028067733704477016,0.042823529411764705,53.8,14.299999999999997,14.299999999999997,5.199999999999996,-30.10000000000001,6.0,-29.0,-29.0,-29.0,51.0,-0.00176695,0.00232715,0.02872504,0.00322063,0.00074266,-0.00049163,Buy,Mean Reversion Downside Bias
2026-02-09,EWH,ISHARES:MSCI HONG KONG,Foreign,23.74,0.004655099449851763,0.004655099449851763,0.015397775876817787,0.11717647058823522,79.2,-2.299999999999997,-2.299999999999997,-9.899999999999991,68.7,14.0,9.0,9.0,57.0,-17.0,0.01631663,0.0061266,0.04984289,0.00090054,-0.00644165,0.00479052,Neutral,Mean Reversion Upside Bias
2026-02-09,EWI,ISHARES:MSCI ITALY,Foreign,57.61,0.023631840796019876,0.023631840796019876,0.030959198282032974,0.06037180195103997,62.1,20.6,20.6,13.100000000000001,6.700000000000003,-21.0,-56.0,-56.0,-18.0,-16.0,0.00835247,0.01137438,0.03810267,0.00234669,-0.0062444,0.00028504,Bottoming,Mean Reversion Downside Bias
2026-02-09,EWJ,ISHARES:MSCI JAPAN,Foreign,91.29,0.021140939597315445,0.021140939597315445,0.06497900139990676,0.1306663363884073,89.1,-1.2000000000000028,-1.2000000000000028,-1.2000000000000028,75.0,-79.0,-59.0,-59.0,-36.0,-151.0,0.01475408,0.02988505,-0.00541022,0.00624643,-0.00385741,0.00121763,Leaning Bearish,Mean Reversion Downside Bias
2026-02-09,EWK,ISHARES:MSCI BELGIUM,Foreign,26.98,0.012382739212007499,0.012382739212007499,0.03450920245398792,0.11028806584362139,99.0,3.5999999999999943,3.5999999999999943,4.799999999999997,62.7,-16.0,-33.0,-33.0,10.0,-50.0,0.0190458,0.02552533,0.02995409,0.00045295,-0.00365808,0.0038853,Neutral,Crowded Short
2026-02-09,EWL,ISHARES:MSCI SWITZERLAND,Foreign,63.45,0.005706134094151105,0.005706134094151105,0.03103672408189806,0.058205470313542396,68.1,0.0,0.0,17.499999999999993,-14.600000000000009,-49.0,-32.0,-32.0,-21.0,-4.0,0.01755492,0.0216734,0.0154245,0.0019978,-0.01100835,0.0032395,Leaning Bearish,Mean Reversion Downside Bias
2026-02-09,EWM,ISHARES:MSCI MALAYSIA,Foreign,29.83,0.008792695299289832,0.008792695299289832,0.022275531185743658,0.09027777777777768,94.2,0.0,0.0,3.9000000000000057,17.0,-6.0,-12.0,-12.0,5.0,14.0,0.01491876,0.02365674,0.03841154,0.00126265,-0.00189199,0.00153354,Bottoming,Mean Reversion Downside Bias
2026-02-09,EWN,ISHARES:MSCI NETHERLANDS,Foreign,62.99,0.015476382395614996,0.015476382395614996,0.011562550184679665,0.10450640014027712,67.3,-2.299999999999997,-2.299999999999997,-14.600000000000009,53.599999999999994,-37.0,-43.0,-43.0,4.0,-45.0,0.00243955,0.01333622,0.01326337,0.00017853,0.00199666,-0.00254509,Neutral,Mean Reversion Downside Bias
2026-02-09,EWO,ISHARES:MSCI AUSTRIA,Foreign,39.18,0.022175841377511052,0.022175841377511052,0.04285334043119504,0.10459543276007888,69.6,16.199999999999996,16.199999999999996,9.899999999999991,-14.700000000000003,38.0,-21.0,-21.0,21.0,65.0,0.02103601,0.03008689,0.06764312,0.00239805,0.00075241,0.00588114,Buy,
2026-02-09,EWP,ISHARES:MSCI SPAIN,Foreign,57.51,0.01859723698193405,0.01859723698193405,0.021673476638834677,0.06677796327212016,55.0,19.1,19.1,2.0,-1.2000000000000028,26.0,-24.0,-24.0,1.0,9.0,0.00706625,0.02229495,0.06221889,0.00264501,-0.00530843,0.00422304,Bottoming,Mean Reversion Downside Bias
2026-02-09,EWQ,ISHARES:MSCI FRANCE,Foreign,46.99,0.012715517241379315,0.012715517241379315,0.03616317530319746,0.04445432318292952,64.5,4.399999999999999,4.399999999999999,25.799999999999997,9.100000000000001,-24.0,-39.0,-39.0,-39.0,-14.0,0.00233046,0.00509734,-0.00071873,0.00482926,-0.00407947,-0.00014537,Leaning Bearish,Crowded Short
2026-02-09,EWS,ISHARES:MSCI SINGAPORE,Foreign,28.44,-0.0017550017550016506,-0.0017550017550016506,0.008153137185395343,0.03380588876772084,36.7,-4.0,-4.0,-14.699999999999996,22.6,22.0,0.0,0.0,-15.0,-14.0,0.00022892,-0.00209189,0.02763759,0.00167814,-0.00153563,0.00196038,Neutral,Mean Reversion Upside Bias
2026-02-09,EWT,ISHARES:MSCI TAIWAN,Foreign,70.76,0.01013561741613156,0.01013561741613156,0.03967087863649721,0.11380450181016855,77.2,0.7999999999999972,0.7999999999999972,-1.5999999999999943,46.0,-20.0,17.0,17.0,2.0,-28.0,0.00956586,0.01963866,0.00356621,0.00105466,0.00259144,0.00190158,Leaning Bullish,Mean Reversion Downside Bias
2026-02-09,EWU,ISHARES:MSCI UK,Foreign,47.02,0.0025586353944564433,0.0025586353944564433,0.018630849220104162,0.0691223283310598,70.8,-1.6000000000000085,-1.6000000000000085,-14.299999999999997,19.0,-5.0,0.0,0.0,32.0,32.0,0.00890801,0.01549572,0.01860742,0.00043228,0.00029831,0.00373074,Neutral,Mean Reversion Downside Bias
2026-02-09,EWW,ISHARES:MSCI MEXICO,Foreign,80.67,0.010016276449229977,0.010016276449229977,0.0738817891373802,0.16356555603634804,87.9,0.8000000000000114,0.8000000000000114,1.2000000000000028,55.400000000000006,-35.0,-48.0,-48.0,-26.0,-27.0,0.01937331,0.03497089,0.01014882,0.00029066,-0.00789094,0.00350749,Neutral,Mean Reversion Downside Bias
2026-02-09,EWY,ISHARES:MSCI S KOREA,Foreign,126.05,0.010744928233501705,0.010744928233501705,0.02973613266889963,0.2965439210039087,75.6,-2.4000000000000057,-2.4000000000000057,-18.60000000000001,18.699999999999996,29.0,-18.0,-18.0,40.0,15.0,0.03611563,0.06745129,0.08359579,-0.00028708,0.00093391,0.00377403,Neutral,Crowded Short
2026-02-09,EWZ,ISHARES:MSCI BRAZIL,Foreign,38.42,0.02289669861554855,0.02289669861554855,0.03725701943844495,0.20931696569090352,88.7,2.0,2.0,-4.799999999999997,76.2,-22.0,-16.0,-16.0,32.0,-103.0,0.04370722,0.04275291,-0.01072193,0.00185201,-0.00587579,0.00169914,Topping,Crowded Short
2026-02-09,EXC,EXELON ,Utilities,43.97,-0.008120911346717774,-0.008120911346717774,-0.018088432335864324,0.008717595778848342,57.3,-3.200000000000003,-3.200000000000003,-9.600000000000009,38.099999999999994,11.0,-19.0,-19.0,17.0,-34.0,-0.0014648,-0.00518338,0.03732885,-0.00394504,-0.00158534,0.0007466,Leaning Bearish,Crowded Short
2026-02-09,EXE,EXPAND ENERGY ,Energy,103.24,-0.06460088792244278,-0.06460088792244278,-0.08157637220887826,-0.06451612903225812,56.2,-12.599999999999994,-12.599999999999994,-0.6999999999999957,37.400000000000006,2.0,-18.0,-18.0,-15.0,-35.0,0.02253748,-0.01385343,0.03059907,-0.00980059,-0.02415904,-0.0029072,Leaning Bearish,Mean Reversion Downside Bias
2026-02-09,EXPD,EXPEDITORS INTERNATIONAL OF WASHINGTON,Industrials,163.64,-0.008482792050412025,-0.008482792050412025,0.01930982932602454,0.09818133011207308,60.9,-11.500000000000007,-11.500000000000007,-32.199999999999996,7.299999999999997,47.0,49.0,49.0,81.0,48.0,0.0071877,0.03780425,0.02561307,-0.00078824,0.00534171,0.00813144,Leaning Bullish,Crowded Short
2026-02-09,EXPE,"EXPEDIA GROUP, INC.",Consumer Discretionary,236.45,-0.0016888325944690585,-0.0016888325944690585,-0.10719679806675719,-0.16540185662348672,6.2,1.6000000000000005,1.6000000000000005,-6.7,-71.0,-0.0,0.0,0.0,-18.0,3.0,-0.07452975,-0.02617417,0.04365555,-0.0021166,-0.00363484,-0.0057629,Sell,Mean Reversion Downside Bias
2026-02-09,EXR,EXTRA SPACE STORAGE INC.,Real Estate,140.36,0.002499821441325878,0.002499821441325878,0.01732260636370242,0.07786822300721874,56.9,-10.000000000000007,-10.000000000000007,-24.6,17.0,-3.0,9.0,9.0,13.0,44.0,-0.01195796,0.02454706,-0.01898253,-0.00580209,0.00158702,0.00248563,Neutral,Crowded Short
2026-02-09,F,FORD MOTOR COMPANY,Consumer Discretionary,13.59,-0.01521739130434785,-0.01521739130434785,-0.02089337175792516,0.03582317073170738,7.7,-1.9999999999999991,-1.9999999999999991,-64.7,-37.3,20.0,-2.0,-2.0,36.0,27.0,-0.00640848,0.01123204,0.02812331,0.00119614,-0.0003556,-0.00304936,Neutral,Mean Reversion Upside Bias
2026-02-09,FANG,"DIAMONDBACK ENERGY, INC.",Energy,165.96,-0.005810818906128334,-0.005810818906128334,0.012259835315645118,0.10397126322091399,97.0,1.2000000000000028,1.2000000000000028,5.900000000000006,72.6,-53.0,-44.0,-44.0,-51.0,-13.0,0.02895502,0.01951949,-0.04606793,0.00112318,-0.00185806,-0.01033043,Topping,Mean Reversion Upside Bias
2026-02-09,FAST,FASTENAL COMPANY,Industrials,46.52,-0.02535093232767638,-0.02535093232767638,0.072878228782288,0.15923249439322196,83.9,-9.199999999999989,-9.199999999999989,2.0,50.800000000000004,-62.0,-19.0,-19.0,-5.0,-77.0,0.03584119,0.02298766,0.04133819,-0.00317854,-0.00547038,0.00121513,Leaning Bearish,Mean Reversion Downside Bias
2026-02-09,FCX,FREEPORT-MCMORAN INC.,Materials,63.61,0.04845887588594033,0.04845887588594033,0.05611821351485968,0.25241189210474513,62.5,0.7999999999999972,0.7999999999999972,-17.5,-32.900000000000006,35.0,0.0,0.0,49.0,78.0,0.02627868,0.1282838,0.04422538,0.00356445,0.01629716,0.00612558,Leaning Bullish,Mean Reversion Downside Bias
2026-02-09,FDS,FACTSET RESEARCH SYSTEMS INC.,Financials,203.22,-0.01977619139494502,-0.01977619139494502,-0.2010536247837711,-0.29970019642303314,5.0,-1.9000000000000004,-1.9000000000000004,-16.2,-74.2,0.0,16.0,16.0,-25.0,74.0,-0.11391169,-0.04937648,-0.09564169,-0.00416927,0.03148735,-0.0260269,Leaning Bullish,Crowded Short
2026-02-09,FDX,FEDEX ,Industrials,364.6,-0.01253960945751964,-0.01253960945751964,0.13141970519782786,0.26220314339126216,94.2,-5.599999999999994,-5.599999999999994,-0.3999999999999915,1.1000000000000085,-56.0,-36.0,-36.0,0.0,-8.0,0.05130214,0.07674508,0.03127081,0.00330471,-0.02723012,0.0190496,Leaning Bearish,Crowded Short
2026-02-09,FE,FIRSTENERGY CORP.,Utilities,46.82,0.004074630066480678,0.004074630066480678,-0.010984368398817113,0.04578959124413662,78.8,5.0,5.0,-5.5,57.599999999999994,-16.0,-45.0,-45.0,12.0,-63.0,0.00081029,0.00734068,0.0198428,-0.00553427,-0.00067675,0.00229266,Sell,Crowded Short
2026-02-09,FFIV,"F5, INC.",Information Technology,278.74,0.007846114907618329,0.007846114907618329,0.011356627118028984,0.09198464310898702,47.4,4.299999999999997,4.299999999999997,-14.700000000000003,-33.00000000000001,-22.0,-38.0,-38.0,0.0,13.0,0.02132991,0.0480294,0.06220094,0.00040047,0.0065751,0.00119538,Neutral,Mean Reversion Downside Bias
2026-02-09,FICO,FAIR ISAAC ,Information Technology,1372.76,-0.013112868439971281,-0.013112868439971281,-0.061790495977910975,-0.188013864736014,8.5,-15.100000000000001,-15.100000000000001,0.7999999999999998,-22.7,-37.0,-32.0,-32.0,-9.0,9.0,-0.06732078,-0.06987414,0.0342934,0.0021291,-0.01060095,-0.02435454,Neutral,Mean Reversion Downside Bias
